"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"1995","P76154","YDFK_ECOLI","reviewed","Cold shock protein YdfK","ydfK b1544 JW1537","Escherichia coli (strain K12)",77,"","947451;","ecj:JW1537;eco:b1544;",NA,NA,"NP_416062.2;WP_000836768.1;",NA,"response to cold [GO:0009409]","GO:0009409",NA,"","GO:0009409"
"1996","P76156","YDFO_ECOLI","reviewed","Uncharacterized protein YdfO","ydfO b1549 JW5252","Escherichia coli (strain K12)",136,"","945992;","ecj:JW5252;eco:b1549;",NA,NA,"NP_416067.2;WP_000373090.1;",NA,"","",NA,"",""
"1997","P76160","YDFR_ECOLI","reviewed","Uncharacterized protein YdfR","ydfR b1555 JW1547","Escherichia coli (strain K12)",103,"","946095;","ecj:JW1547;eco:b1555;",NA,NA,"NP_416073.1;WP_000189916.1;",NA,"","",NA,"P04805",""
"1998","P76164","YDFW_ECOLI","reviewed","Protein YdfW","ydfW b1567 JW1559","Escherichia coli (strain K12)",49,"","","ecj:JW1559;",NA,NA,"",NA,"","",NA,"",""
"1999","P77519","YDDL_ECOLI","reviewed","Protein YddL","yddL b1472 JW1468","Escherichia coli (strain K12)",96,"","","ecj:JW1468;",NA,NA,"WP_000768384.1;",NA,"membrane [GO:0016020]; porin activity [GO:0015288]","GO:0015288; GO:0016020",NA,"","GO:0015288 GO:0016020"
"2000","P77402","YDIP_ECOLI","reviewed","Uncharacterized HTH-type transcriptional regulator YdiP","ydiP b1696 JW1686","Escherichia coli (strain K12)",303,"","945095;","ecj:JW1686;eco:b1696;",NA,NA,"NP_416211.1;WP_000284799.1;",NA,"DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription, DNA-templated [GO:0006351]","GO:0003700; GO:0006351; GO:0043565",NA,"","GO:0003700 GO:0006351 GO:0043565"
"2001","P76185","YDHJ_ECOLI","reviewed","Uncharacterized protein YdhJ","ydhJ b1644 JW1636","Escherichia coli (strain K12)",285,"","946499;","ecj:JW1636;eco:b1644;",NA,NA,"NP_416161.4;WP_001300356.1;",NA,"integral component of membrane [GO:0016021]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085]","GO:0005215; GO:0016021; GO:0055085",NA,"","GO:0005215 GO:0016021 GO:0055085"
"2002","P64474","YDHL_ECOLI","reviewed","Uncharacterized protein YdhL","ydhL b1648 JW5827","Escherichia coli (strain K12)",79,"","946168;","ecj:JW5827;eco:b1648;",NA,NA,"NP_416165.2;WP_000840481.1;",NA,"","",NA,"",""
"2003","A5A617","YDGU_ECOLI","reviewed","Uncharacterized protein YdgU","ydgU b4601 JW1589","Escherichia coli (strain K12)",27,"","5061510;","eco:b4601;",NA,NA,"WP_000233093.1;YP_001165320.1;",NA,"","",NA,"",""
"2004","P77649","YDIU_ECOLI","reviewed","UPF0061 protein YdiU","ydiU b1706 JW1696","Escherichia coli (strain K12)",478,"","946219;","ecj:JW1696;eco:b1706;",NA,NA,"NP_416221.1;WP_000175703.1;",NA,"","",NA,"",""
"2005","P0AD21","YEJG_ECOLI","reviewed","Uncharacterized protein YejG","yejG b2181 JW2169","Escherichia coli (strain K12)",114,"","945319;","ecj:JW2169;eco:b2181;",NA,NA,"NP_416686.1;WP_000202798.1;",NA,"","",NA,"P0A6F1",""
"2006","P33345","YEHF_ECOLI","reviewed","Protein YehF","yehF dinO molR sosF b4499 b2115/b2116/b2117","Escherichia coli (strain K12)",274,"","","",NA,NA,"WP_001215566.1;",NA,"","",NA,"",""
"2007","P67127","YGDQ_ECOLI","reviewed","UPF0053 inner membrane protein YgdQ","ygdQ b2832 JW2800","Escherichia coli (strain K12)",237,"","947295;","ecj:JW2800;eco:b2832;",NA,NA,"NP_417309.1;WP_000895624.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021",NA,"","GO:0005886 GO:0016021"
"2008","P64557","YGFM_ECOLI","reviewed","Uncharacterized protein YgfM","ygfM b2880 JW2848","Escherichia coli (strain K12)",259,"","949071;","ecj:JW2848;eco:b2880;",NA,NA,"NP_417356.1;WP_000572462.1;",NA,"FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]","GO:0016491; GO:0071949",NA,"","GO:0016491 GO:0071949"
"2009","Q46795","YGEO_ECOLI","reviewed","Putative uncharacterized protein YgeO","ygeO b2859 JW5846","Escherichia coli (strain K12)",141,"","","ecj:JW5846;",NA,NA,"WP_001395390.1;",NA,"pathogenesis [GO:0009405]","GO:0009405",NA,"","GO:0009405"
"2010","Q46802","YGEV_ECOLI","reviewed","Uncharacterized sigma-54-dependent transcriptional regulator YgeV","ygeV b2869 JW2837","Escherichia coli (strain K12)",592,"","947320;","ecj:JW2837;eco:b2869;",NA,NA,"NP_417345.1;WP_000417791.1;",NA,"ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0000160; GO:0005524; GO:0006351; GO:0006355; GO:0008134; GO:0043565",NA,"","GO:0000160 GO:0005524 GO:0006351 GO:0006355 GO:0008134 GO:0043565"
"2011","P77295","YGAV_ECOLI","reviewed","Probable HTH-type transcriptional regulator YgaV","ygaV b2667 JW2642","Escherichia coli (strain K12)",99,"","947136;","ecj:JW2642;eco:b2667;",NA,NA,"NP_417153.1;WP_000137280.1;",NA,"DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; regulation of transcription, DNA-templated [GO:0006355]","GO:0003700; GO:0006355; GO:0044212",NA,"","GO:0003700 GO:0006355 GO:0044212"
"2012","P0AD44","YFHG_ECOLI","reviewed","Uncharacterized protein YfhG","yfhG b2555 JW2539","Escherichia coli (strain K12)",237,"","947010;","ecj:JW2539;eco:b2555;",NA,NA,"NP_417050.1;WP_001215861.1;",NA,"","",NA,"",""
"2013","P24197","YGID_ECOLI","reviewed","4,5-DOPA dioxygenase extradiol (EC 1.13.11.29)","ygiD b3039 JW3007","Escherichia coli (strain K12)",271,"1.13.11.29","946447;","ecj:JW3007;eco:b3039;",NA,NA,"NP_417511.2;",NA,"cytoplasm [GO:0005737]; DOPA dioxygenase activity [GO:0046566]; ferrous iron binding [GO:0008198]; stizolobate synthase activity [GO:0050297]; zinc ion binding [GO:0008270]; cellular aromatic compound metabolic process [GO:0006725]","GO:0005737; GO:0006725; GO:0008198; GO:0008270; GO:0046566; GO:0050297",NA,"","GO:0005737 GO:0006725 GO:0008198 GO:0008270 GO:0046566 GO:0050297"
"2014","Q46833","YGHE_ECOLI","reviewed","Putative type II secretion system L-type protein YghE (Putative general secretion pathway L-type protein YghE)","yghE b2969","Escherichia coli (strain K12)",286,"","","",NA,NA,"",NA,"Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein transporter activity [GO:0008565]","GO:0005886; GO:0008565; GO:0009276; GO:0016021",NA,"","GO:0005886 GO:0008565 GO:0009276 GO:0016021"
"2015","P0A8C4","YGFB_ECOLI","reviewed","UPF0149 protein YgfB","ygfB b2909 JW5473","Escherichia coli (strain K12)",192,"","947400;","ecj:JW5473;eco:b2909;",NA,NA,"NP_417385.4;WP_001295378.1;",NA,"cytosol [GO:0005829]","GO:0005829",NA,"","GO:0005829"
"2016","P25536","YHDE_ECOLI","reviewed","Maf-like protein YhdE","yhdE b3248 JW3217","Escherichia coli (strain K12)",197,"","947753;","ecj:JW3217;eco:b3248;",NA,NA,"NP_417714.1;WP_000203105.1;",NA,"cytoplasm [GO:0005737]; dTTP diphosphatase activity [GO:0036218]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; nucleoside-triphosphate diphosphatase activity [GO:0047429]; UTP diphosphatase activity [GO:0036221]","GO:0005737; GO:0030145; GO:0036218; GO:0036221; GO:0042802; GO:0047429",NA,"","GO:0005737 GO:0030145 GO:0036218 GO:0036221 GO:0042802 GO:0047429"
"2017","P45424","YHCH_ECOLI","reviewed","Uncharacterized protein YhcH","yhcH b3221 JW3190","Escherichia coli (strain K12)",154,"","947750;","ecj:JW3190;eco:b3221;",NA,NA,"NP_417688.1;WP_000979882.1;",NA,"cytosol [GO:0005829]; cellular response to DNA damage stimulus [GO:0006974]","GO:0005829; GO:0006974",NA,"","GO:0005829 GO:0006974"
"2018","P64631","YHFU_ECOLI","reviewed","Uncharacterized protein YhfU","yhfU b3378 JW5697","Escherichia coli (strain K12)",117,"","947892;","ecj:JW5697;eco:b3378;",NA,NA,"NP_417837.2;WP_000719728.1;",NA,"","",NA,"",""
"2019","P64622","YHDV_ECOLI","reviewed","Uncharacterized protein YhdV","yhdV b3267 JW3235","Escherichia coli (strain K12)",73,"","947767;","ecj:JW3235;eco:b3267;",NA,NA,"NP_417733.1;WP_000825639.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021",NA,"","GO:0005886 GO:0016021"
"2020","Q46905","YGCO_ECOLI","reviewed","Ferredoxin-like protein YgcO","ygcO b2767 JW2737","Escherichia coli (strain K12)",86,"","945120;","ecj:JW2737;eco:b2767;",NA,NA,"NP_417247.2;WP_000109529.1;",NA,"iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; DNA mediated transformation [GO:0009294]; oxidation-reduction process [GO:0055114]","GO:0005506; GO:0009294; GO:0051536; GO:0055114",NA,"","GO:0005506 GO:0009294 GO:0051536 GO:0055114"
"2021","P45766","YHDW_ECOLI","reviewed","Putative amino-acid ABC transporter-binding protein YhdW","yhdW b3268 JW3236","Escherichia coli (strain K12)",341,"","","ecj:JW3236;",NA,NA,"",NA,"periplasmic space [GO:0042597]; amino acid transport [GO:0006865]","GO:0006865; GO:0042597",NA,"","GO:0006865 GO:0042597"
"2022","P45767","YHDX_ECOLI","reviewed","Putative amino-acid ABC transporter permease protein YhdX","yhdX b3269 JW5544","Escherichia coli (strain K12)",393,"","947765;","ecj:JW5544;eco:b3269;",NA,NA,"WP_000019655.1;YP_026209.1;",NA,"ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]","GO:0005886; GO:0006865; GO:0022857; GO:0043190",NA,"","GO:0005886 GO:0006865 GO:0022857 GO:0043190"
"2023","P45768","YHDY_ECOLI","reviewed","Inner membrane amino-acid ABC transporter permease protein YhdY","yhdY b3270 JW5545","Escherichia coli (strain K12)",367,"","947764;","ecj:JW5545;eco:b3270;",NA,NA,"NP_417736.2;WP_001300681.1;",NA,"ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]","GO:0005886; GO:0005887; GO:0006865; GO:0022857; GO:0043190",NA,"","GO:0005886 GO:0005887 GO:0006865 GO:0022857 GO:0043190"
"2024","P08370","YGDB_ECOLI","reviewed","Uncharacterized protein YgdB","ygdB b2824 JW5450","Escherichia coli (strain K12)",135,"","944763;","ecj:JW5450;eco:b2824;",NA,NA,"NP_417301.4;WP_001078376.1;",NA,"","",NA,"",""
"2025","P25531","YICR_ECOLI","reviewed","UPF0758 protein YicR","yicR b3638 JW5643","Escherichia coli (strain K12)",222,"","948968;","ecj:JW5643;eco:b3638;",NA,NA,"NP_418095.4;WP_001350561.1;",NA,"metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]","GO:0008237; GO:0046872",NA,"","GO:0008237 GO:0046872"
"2026","Q2M7X4","YICS_ECOLI","reviewed","Uncharacterized protein YicS","yicS b4555 JW5965","Escherichia coli (strain K12)",97,"","1450300;","ecj:JW5965;eco:b4555;",NA,NA,"WP_000805509.1;YP_588471.1;",NA,"","",NA,"",""
"2027","P0A8Y5","YIDA_ECOLI","reviewed","Sugar phosphatase YidA (EC 3.1.3.23)","yidA b3697 JW3674","Escherichia coli (strain K12)",270,"3.1.3.23","948204;","ecj:JW3674;eco:b3697;",NA,NA,"NP_418152.1;WP_000985549.1;",NA,"cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; sugar-phosphatase activity [GO:0050308]","GO:0000287; GO:0005829; GO:0016791; GO:0050308",NA,"","GO:0000287 GO:0005829 GO:0016791 GO:0050308"
"2028","P09996","YIDB_ECOLI","reviewed","Uncharacterized protein YidB","yidB b3698 JW3675","Escherichia coli (strain K12)",132,"","948212;","ecj:JW3675;eco:b3698;",NA,NA,"NP_418153.4;",NA,"","",NA,"",""
"2029","P76243","YEAO_ECOLI","reviewed","Uncharacterized protein YeaO","yeaO b1792 JW1781","Escherichia coli (strain K12)",115,"","945675;","ecj:JW1781;eco:b1792;",NA,NA,"NP_416306.2;WP_001326526.1;",NA,"","",NA,"",""
"2030","P76352","YEEO_ECOLI","reviewed","Probable FMN/FAD exporter YeeO","yeeO b1985 JW1965","Escherichia coli (strain K12)",547,"","946506;","ecj:JW1965;eco:b1985;",NA,NA,"NP_416491.2;",NA,"integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; dipeptide transmembrane transporter activity [GO:0071916]; drug transmembrane transporter activity [GO:0015238]; FAD transmembrane transporter activity [GO:0015230]; FMN transmembrane transporter activity [GO:0044610]; dipeptide transmembrane transport [GO:0035442]; FAD transmembrane transport [GO:0035350]; protein transport [GO:0015031]","GO:0005886; GO:0015031; GO:0015230; GO:0015238; GO:0015297; GO:0016020; GO:0016021; GO:0035350; GO:0035442; GO:0044610; GO:0071916",NA,"","GO:0005886 GO:0015031 GO:0015230 GO:0015238 GO:0015297 GO:0016020 GO:0016021 GO:0035350 GO:0035442 GO:0044610 GO:0071916"
"2031","P33342","YEHC_ECOLI","reviewed","Probable fimbrial chaperone YehC","yehC b2110 JW2097","Escherichia coli (strain K12)",239,"","946621;","ecj:JW2097;eco:b2110;",NA,NA,"NP_416613.1;",NA,"outer membrane-bounded periplasmic space [GO:0030288]; cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]; pilus organization [GO:0043711]","GO:0030288; GO:0043711; GO:0061077; GO:0071555",NA,"","GO:0030288 GO:0043711 GO:0061077 GO:0071555"
"2032","P76361","YEER_ECOLI","reviewed","Inner membrane protein YeeR","yeeR b2001 JW1983","Escherichia coli (strain K12)",510,"","946512;","ecj:JW1983;eco:b2001;",NA,NA,"NP_416505.2;WP_001350525.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021",NA,"","GO:0005886 GO:0016021"
"2033","P24238","YEBB_ECOLI","reviewed","Uncharacterized protein YebB","yebB b1862 JW5306","Escherichia coli (strain K12)",200,"","946377;","ecj:JW5306;eco:b1862;",NA,NA,"NP_416376.2;WP_001024932.1;",NA,"","",NA,"",""
"2034","P33346","YEHI_ECOLI","reviewed","Uncharacterized protein YehI","yehI b2118 JW2105","Escherichia coli (strain K12)",1210,"","946649;","ecj:JW2105;eco:b2118;",NA,NA,"NP_416621.1;WP_000356817.1;",NA,"","",NA,"",""
"2035","P33348","YEHL_ECOLI","reviewed","Uncharacterized protein YehL","yehL b2119 JW5349","Escherichia coli (strain K12)",362,"","946656;","ecj:JW5349;eco:b2119;",NA,NA,"NP_416623.2;WP_001350535.1;",NA,"ATP binding [GO:0005524]; ATPase activity [GO:0016887]","GO:0005524; GO:0016887",NA,"P0AAT6","GO:0005524 GO:0016887"
"2036","P76403","YEGQ_ECOLI","reviewed","Uncharacterized protease YegQ (EC 3.4.-.-)","yegQ b2081 JW2066","Escherichia coli (strain K12)",453,"3.4.-.-","946609;","ecj:JW2066;eco:b2081;",NA,NA,"NP_416585.1;WP_000476011.1;",NA,"cytosol [GO:0005829]; peptidase activity [GO:0008233]","GO:0005829; GO:0008233",NA,"","GO:0005829 GO:0008233"
"2037","P37774","YECC_ECOLI","reviewed","L-cystine transport system ATP-binding protein YecC (EC 3.6.3.-)","yecC b1917 JW1902","Escherichia coli (strain K12)",250,"3.6.3.-","946422;","ecj:JW1902;eco:b1917;",NA,NA,"NP_416427.1;WP_001272991.1;",NA,"plasma membrane [GO:0005886]; amino acid-transporting ATPase activity [GO:0015424]; ATP binding [GO:0005524]; L-cystine transmembrane transporter activity [GO:0015184]; cysteine transmembrane transport [GO:1903712]; L-cystine transport [GO:0015811]","GO:0005524; GO:0005886; GO:0015184; GO:0015424; GO:0015811; GO:1903712",NA,"","GO:0005524 GO:0005886 GO:0015184 GO:0015424 GO:0015811 GO:1903712"
"2038","P33218","YEBE_ECOLI","reviewed","Inner membrane protein YebE","yebE b1846 JW1835","Escherichia coli (strain K12)",219,"","946355;","ecj:JW1835;eco:b1846;",NA,NA,"NP_416360.1;WP_000024757.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021",NA,"","GO:0005886 GO:0016021"
"2039","P76349","YEEL_ECOLI","reviewed","Putative uncharacterized protein YeeL","yeeL b4497 b1979/b1980","Escherichia coli (strain K12)",234,"","","",NA,NA,"",NA,"cytosol [GO:0005829]; ADP-heptose-lipopolysaccharide heptosyltransferase activity [GO:0008713]; lipopolysaccharide core region biosynthetic process [GO:0009244]","GO:0005829; GO:0008713; GO:0009244",NA,"","GO:0005829 GO:0008713 GO:0009244"
"2040","P0A9E9","YEIL_ECOLI","reviewed","Regulatory protein YeiL","yeiL nsr b2163 JW2150","Escherichia coli (strain K12)",219,"","946670;","ecj:JW2150;eco:b2163;",NA,NA,"NP_416668.3;",NA,"cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0003700; GO:0005829; GO:0006351; GO:0046872; GO:0051539",NA,"","GO:0003677 GO:0003700 GO:0005829 GO:0006351 GO:0046872 GO:0051539"
"2041","P33029","YEIQ_ECOLI","reviewed","Uncharacterized oxidoreductase YeiQ (EC 1.-.-.-)","yeiQ b2172 JW2160","Escherichia coli (strain K12)",488,"1.-.-.-","946688;","ecj:JW2160;eco:b2172;",NA,NA,"NP_416677.1;WP_001091940.1;",NA,"coenzyme binding [GO:0050662]; oxidoreductase activity [GO:0016491]; mannitol metabolic process [GO:0019594]","GO:0016491; GO:0019594; GO:0050662",NA,"","GO:0016491 GO:0019594 GO:0050662"
"2042","P0ACM5","YEGW_ECOLI","reviewed","Uncharacterized HTH-type transcriptional regulator YegW","yegW b2101 JW2088","Escherichia coli (strain K12)",248,"","946639;","ecj:JW2088;eco:b2101;",NA,NA,"NP_416604.1;WP_000434038.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700",NA,"","GO:0003677 GO:0003700"
"2043","P76508","YFDL_ECOLI","reviewed","Putative uncharacterized protein YfdL","yfdL b2355 JW5384","Escherichia coli (strain K12)",172,"","","ecj:JW5384;",NA,NA,"",NA,"","",NA,"",""
"2044","P76509","YFDM_ECOLI","reviewed","Protein YfdM","yfdM b2356 JW2352","Escherichia coli (strain K12)",91,"","","ecj:JW2352;",NA,NA,"WP_000066913.1;",NA,"DNA binding [GO:0003677]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]","GO:0003677; GO:0009007",NA,"","GO:0003677 GO:0009007"
"2045","P76510","YFDN_ECOLI","reviewed","Uncharacterized protein YfdN","yfdN yzyA b2357 JW5385","Escherichia coli (strain K12)",164,"","946419;","ecj:JW5385;eco:b2357;",NA,NA,"NP_416858.1;WP_001393497.1;",NA,"","",NA,"",""
"2046","P76543","YFFL_ECOLI","reviewed","Uncharacterized protein YffL","yffL b2443","Escherichia coli (strain K12)",213,"","946922;","eco:b2443;",NA,NA,"NP_416938.1;WP_000458337.1;",NA,"","",NA,"",""
"2047","P76484","YFBN_ECOLI","reviewed","Uncharacterized protein YfbN","yfbN b2273 JW2268","Escherichia coli (strain K12)",238,"","946748;","ecj:JW2268;eco:b2273;",NA,NA,"NP_416776.1;WP_000455114.1;",NA,"","",NA,"",""
"2048","P76485","YFBO_ECOLI","reviewed","Uncharacterized protein YfbO","yfbO b2274 JW2269","Escherichia coli (strain K12)",140,"","946752;","ecj:JW2269;eco:b2274;",NA,NA,"NP_416777.2;WP_000188051.1;",NA,"","",NA,"",""
"2049","P76486","YFBP_ECOLI","reviewed","Uncharacterized protein YfbP","yfbP b2275 JW2270","Escherichia coli (strain K12)",282,"","946754;","ecj:JW2270;eco:b2275;",NA,NA,"NP_416778.2;WP_000767280.1;",NA,"","",NA,"",""
"2050","P0AA49","YFDV_ECOLI","reviewed","Uncharacterized transporter YfdV","yfdV b2372 JW2369","Escherichia coli (strain K12)",314,"","949110;","ecj:JW2369;eco:b2372;",NA,NA,"NP_416873.1;WP_000955028.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","GO:0005886; GO:0016021; GO:0055085",NA,"","GO:0005886 GO:0016021 GO:0055085"
"2051","P76499","YFCP_ECOLI","reviewed","Uncharacterized fimbrial-like protein YfcP","yfcP b2333 JW2330","Escherichia coli (strain K12)",179,"","946788;","ecj:JW2330;eco:b2333;",NA,NA,"NP_416836.1;WP_001043398.1;",NA,"pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]","GO:0007155; GO:0009289; GO:0043709; GO:0043711",NA,"","GO:0007155 GO:0009289 GO:0043709 GO:0043711"
"2052","P76501","YFCR_ECOLI","reviewed","Uncharacterized fimbrial-like protein YfcR","yfcR b2335 JW2332","Escherichia coli (strain K12)",170,"","946818;","ecj:JW2332;eco:b2335;",NA,NA,"NP_416838.1;WP_001311011.1;",NA,"pilus [GO:0009289]; cell adhesion [GO:0007155]","GO:0007155; GO:0009289",NA,"","GO:0007155 GO:0009289"
"2053","P0AD33","YFCZ_ECOLI","reviewed","UPF0381 protein YfcZ","yfcZ b2343 JW2340","Escherichia coli (strain K12)",94,"","948817;","ecj:JW2340;eco:b2343;",NA,NA,"NP_416845.2;WP_001296261.1;",NA,"cytosol [GO:0005829]","GO:0005829",NA,"","GO:0005829"
"2054","P64545","YFGG_ECOLI","reviewed","Uncharacterized protein YfgG","yfgG b2504 JW5399","Escherichia coli (strain K12)",63,"","946980;","ecj:JW5399;eco:b2504;",NA,NA,"NP_416999.1;WP_000076001.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"2055","P52127","YFJL_ECOLI","reviewed","Uncharacterized protein YfjL","yfjL b2628 JW2609","Escherichia coli (strain K12)",538,"","947110;","ecj:JW2609;eco:b2628;",NA,NA,"NP_417117.1;WP_000445380.1;",NA,"defense response to virus [GO:0051607]","GO:0051607",NA,"","GO:0051607"
"2056","P45564","YFEN_ECOLI","reviewed","Uncharacterized protein YfeN","yfeN b2408 JW2399","Escherichia coli (strain K12)",254,"","946872;","ecj:JW2399;eco:b2408;",NA,NA,"NP_416903.1;WP_000716421.1;",NA,"cell outer membrane [GO:0009279]","GO:0009279",NA,"","GO:0009279"
"2057","P52132","YFJQ_ECOLI","reviewed","UPF0380 protein YfjQ","yfjQ b2633 JW2614","Escherichia coli (strain K12)",273,"","947127;","ecj:JW2614;eco:b2633;",NA,NA,"NP_417122.1;WP_000197391.1;",NA,"","",NA,"",""
"2058","P52133","YFJR_ECOLI","reviewed","Uncharacterized HTH-type transcriptional regulator YfjR","yfjR b2634 JW2615","Escherichia coli (strain K12)",233,"","947309;","ecj:JW2615;eco:b2634;",NA,NA,"NP_417123.1;WP_000189409.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of single-species biofilm formation [GO:1900190]","GO:0003677; GO:0003700; GO:1900190",NA,"","GO:0003677 GO:0003700 GO:1900190"
"2059","O52982","YFJS_ECOLI","reviewed","Lipoprotein YfjS","yfjS b2636 JW5921","Escherichia coli (strain K12)",147,"","945668;","ecj:JW5921;eco:b2636;",NA,NA,"NP_417124.4;WP_000824222.1;",NA,"plasma membrane [GO:0005886]","GO:0005886",NA,"","GO:0005886"
"2060","P52141","YFJZ_ECOLI","reviewed","Antitoxin YfjZ","yfjZ b2645 JW2626","Escherichia coli (strain K12)",105,"","947123;","ecj:JW2626;eco:b2645;",NA,NA,"NP_417132.1;WP_000072690.1;",NA,"positive regulation of cytoskeleton organization [GO:0051495]","GO:0051495",NA,"","GO:0051495"
"2061","P52598","YGBI_ECOLI","reviewed","Uncharacterized HTH-type transcriptional regulator YgbI","ygbI b2735 JW2705","Escherichia coli (strain K12)",255,"","947204;","ecj:JW2705;eco:b2735;",NA,NA,"NP_417215.2;WP_001300386.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0003700; GO:0006351",NA,"","GO:0003677 GO:0003700 GO:0006351"
"2062","P28722","YHCA_ECOLI","reviewed","Uncharacterized fimbrial chaperone YhcA","yhcA b3215 JW3182","Escherichia coli (strain K12)",224,"","947741;","ecj:JW3182;eco:b3215;",NA,NA,"NP_417682.1;WP_001311157.1;",NA,"outer membrane-bounded periplasmic space [GO:0030288]; cell wall organization [GO:0071555]","GO:0030288; GO:0071555",NA,"","GO:0030288 GO:0071555"
"2063","P0ADW6","YHCC_ECOLI","reviewed","Protein YhcC","yhcC b3211 JW3178","Escherichia coli (strain K12)",309,"","947733;","ecj:JW3178;eco:b3211;",NA,NA,"NP_417678.1;WP_001299745.1;",NA,"4 iron, 4 sulfur cluster binding [GO:0051539]; catalytic activity [GO:0003824]; metal ion binding [GO:0046872]","GO:0003824; GO:0046872; GO:0051539",NA,"","GO:0003824 GO:0046872 GO:0051539"
"2064","P45420","YHCD_ECOLI","reviewed","Uncharacterized outer membrane usher protein YhcD","yhcD b3216 JW3183","Escherichia coli (strain K12)",793,"","947738;","ecj:JW3183;eco:b3216;",NA,NA,"NP_417683.1;WP_000914994.1;",NA,"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; fimbrial usher porin activity [GO:0015473]; pilus assembly [GO:0009297]","GO:0009279; GO:0009297; GO:0015473; GO:0016021",NA,"","GO:0009279 GO:0009297 GO:0015473 GO:0016021"
"2065","P64624","YHEO_ECOLI","reviewed","Uncharacterized protein YheO","yheO b3346 JW5703","Escherichia coli (strain K12)",240,"","947851;","ecj:JW5703;eco:b3346;",NA,NA,"NP_417805.4;WP_000091466.1;",NA,"cytosol [GO:0005829]","GO:0005829",NA,"","GO:0005829"
"2066","P11865","YHAB_ECOLI","reviewed","Uncharacterized protein YhaB","yhaB b3120 JW3091","Escherichia coli (strain K12)",179,"","947705;","ecj:JW3091;eco:b3120;",NA,NA,"NP_417590.2;WP_000675733.1;",NA,"","",NA,"",""
"2067","P45421","YHCE_ECOLI","reviewed","Putative uncharacterized protein YhcE","yhcE b4569 b3217","Escherichia coli (strain K12)",181,"","","",NA,NA,"",NA,"","",NA,"",""
"2068","P64590","YHAH_ECOLI","reviewed","Inner membrane protein YhaH","yhaH b3103 JW3074","Escherichia coli (strain K12)",121,"","947617;","ecj:JW3074;eco:b3103;",NA,NA,"NP_417574.1;WP_000384145.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021",NA,"","GO:0005886 GO:0016021"
