"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"1217","Q9I6X5","Q9I6X5_PSEAE","unreviewed","Probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein","PA0157","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",356,"","882134;","pae:PA0157;",NA,NA,"NP_248847.1;WP_003083872.1;",NA,"efflux pump complex [GO:1990281]; efflux transmembrane transporter activity [GO:0015562]; cell division [GO:0051301]","GO:0015562; GO:0051301; GO:1990281",NA,"","GO:0015562 GO:0051301 GO:1990281"
"1218","Q9I1I4","Q9I1I4_PSEAE","unreviewed","Porin","PA2291","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",452,"","880793;","pae:PA2291;",NA,NA,"NP_250981.1;WP_003147598.1;",NA,"cell outer membrane [GO:0009279]; pore complex [GO:0046930]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]; ion transport [GO:0006811]","GO:0006811; GO:0008643; GO:0009279; GO:0015288; GO:0046930",NA,"","GO:0006811 GO:0008643 GO:0009279 GO:0015288 GO:0046930"
"1219","G3XD10","G3XD10_PSEAE","unreviewed","Heme d1 biosynthesis protein NirJ","nirJ PA0511","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",387,"","879503;","pae:PA0511;",NA,NA,"NP_249202.1;WP_003113242.1;",NA,"4 iron, 4 sulfur cluster binding [GO:0051539]; catalytic activity [GO:0003824]; metal ion binding [GO:0046872]; heme biosynthetic process [GO:0006783]","GO:0003824; GO:0006783; GO:0046872; GO:0051539",NA,"","GO:0003824 GO:0006783 GO:0046872 GO:0051539"
"1220","Q9I6B6","Q9I6B6_PSEAE","unreviewed","Uncharacterized protein","PA0379","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",125,"","879822;","pae:PA0379;",NA,NA,"NP_249070.1;WP_003084513.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"1221","Q9HX69","Q9HX69_PSEAE","unreviewed","RocR","rocR PA3947","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",392,"","878871;","pae:PA3947;",NA,NA,"NP_252636.1;WP_003106013.1;",NA,"cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]; metal ion binding [GO:0046872]; negative regulation of transcription, DNA-templated [GO:0045892]; phosphorelay signal transduction system [GO:0000160]","GO:0000160; GO:0045892; GO:0046872; GO:0071111",NA,"","GO:0000160 GO:0045892 GO:0046872 GO:0071111"
"1222","Q9I3K1","Q9I3K1_PSEAE","unreviewed","Uncharacterized protein","PA1511","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",842,"","883127;","pae:PA1511;",NA,NA,"NP_250202.1;WP_003147414.1;",NA,"type VI protein secretion system complex [GO:0033104]; protein secretion by the type VI secretion system [GO:0033103]","GO:0033103; GO:0033104",NA,"","GO:0033103 GO:0033104"
"1223","Q9HXA9","Q9HXA9_PSEAE","unreviewed","Uncharacterized protein","PA3904","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",131,"","878950;","pae:PA3904;",NA,NA,"NP_252593.1;WP_003104235.1;",NA,"","",NA,"",""
"1224","Q9HUY4","Q9HUY4_PSEAE","unreviewed","Uncharacterized protein","PA4826","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",72,"","882168;","pae:PA4826;",NA,NA,"NP_253513.1;WP_003095337.1;",NA,"","",NA,"",""
"1225","Q9HYN3","Q9HYN3_PSEAE","unreviewed","Probable acetyltransferase","PA3368","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",221,"","878154;","pae:PA3368;",NA,NA,"NP_252058.1;WP_004345177.1;",NA,"cytoplasm [GO:0005737]; N-acetyltransferase activity [GO:0008080]","GO:0005737; GO:0008080",NA,"","GO:0005737 GO:0008080"
"1226","Q9I0Q5","Q9I0Q5_PSEAE","unreviewed","Uncharacterized protein","PA2581","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",346,"","880063;","pae:PA2581;",NA,NA,"NP_251271.1;WP_003113352.1;",NA,"","",NA,"",""
"1227","Q9I4A3","Q9I4A3_PSEAE","unreviewed","Probable transcriptional regulator","PA1235","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",260,"","881170;","pae:PA1235;",NA,NA,"NP_249926.1;WP_003082522.1;",NA,"cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]","GO:0003677; GO:0003700; GO:0005737; GO:0006355; GO:0043565",NA,"","GO:0003677 GO:0003700 GO:0005737 GO:0006355 GO:0043565"
"1228","Q9HWQ7","Q9HWQ7_PSEAE","unreviewed","Homoprotocatechuate 2,3-dioxygenase","hpcB PA4124","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",307,"","880101;","pae:PA4124;",NA,NA,"NP_252813.1;WP_003093449.1;",NA,"3,4-dihydroxyphenylacetate 2,3-dioxygenase activity [GO:0008687]; ferrous iron binding [GO:0008198]; cellular aromatic compound metabolic process [GO:0006725]","GO:0006725; GO:0008198; GO:0008687",NA,"","GO:0006725 GO:0008198 GO:0008687"
"1229","Q9I1L8","Q9I1L8_PSEAE","unreviewed","Uncharacterized protein","PA2251","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",272,"","879729;","pae:PA2251;",NA,NA,"NP_250941.1;WP_003113730.1;",NA,"","",NA,"",""
"1230","Q9HUS4","Q9HUS4_PSEAE","unreviewed","Probable oxidoreductase","PA4889","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",366,"","882264;","pae:PA4889;",NA,NA,"NP_253576.1;WP_003112305.1;",NA,"2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]","GO:0009055; GO:0046872; GO:0051537",NA,"","GO:0009055 GO:0046872 GO:0051537"
"1231","Q9HZF5","Q9HZF5_PSEAE","unreviewed","Probable hydrolytic enzyme","PA3053","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",335,"","882862;","pae:PA3053;",NA,NA,"NP_251743.1;WP_003113959.1;",NA,"catalytic activity [GO:0003824]","GO:0003824",NA,"","GO:0003824"
"1232","Q9HTM4","Q9HTM4_PSEAE","unreviewed","Uncharacterized protein","PA5333","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",123,"","878038;","pae:PA5333;",NA,NA,"NP_254020.1;WP_003096590.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"1233","Q9HW71","Q9HW71_PSEAE","unreviewed","Probable enoyl-CoA hydratase/isomerase","PA4330","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",257,"","881502;","pae:PA4330;",NA,NA,"NP_253020.1;WP_003093932.1;",NA,"isomerase activity [GO:0016853]","GO:0016853",NA,"","GO:0016853"
"1234","Q9I3U6","Q9I3U6_PSEAE","unreviewed","Uncharacterized protein","PA1398","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",113,"","879290;","pae:PA1398;",NA,NA,"NP_250089.1;WP_003082903.1;",NA,"","",NA,"",""
"1235","Q9I3K6","Q9I3K6_PSEAE","unreviewed","Uncharacterized protein","PA1506","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",109,"","883047;","pae:PA1506;",NA,NA,"NP_250197.1;WP_003087185.1;",NA,"","",NA,"",""
"1236","Q9HYC6","Q9HYC6_PSEAE","unreviewed","Uncharacterized protein","PA3483","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",266,"","880026;","pae:PA3483;",NA,NA,"NP_252173.1;WP_003113899.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"1237","Q9I786","Q9I786_PSEAE","unreviewed","Uncharacterized protein","PA0046","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",117,"","878290;","pae:PA0046;",NA,NA,"NP_248736.1;WP_003083569.1;",NA,"","",NA,"",""
"1238","Q9I729","Q9I729_PSEAE","unreviewed","Probable sulfate transporter","PA0103","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",523,"","880802;","pae:PA0103;",NA,NA,"NP_248793.1;WP_003115028.1;",NA,"integral component of plasma membrane [GO:0005887]; anion:anion antiporter activity [GO:0015301]; secondary active sulfate transmembrane transporter activity [GO:0008271]","GO:0005887; GO:0008271; GO:0015301",NA,"","GO:0005887 GO:0008271 GO:0015301"
"1239","Q9I1R9","Q9I1R9_PSEAE","unreviewed","Uncharacterized protein","PA2198","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",114,"","883105;","pae:PA2198;",NA,NA,"NP_250888.1;WP_003113690.1;",NA,"cytosol [GO:0005829]; oxidoreductase activity [GO:0016491]","GO:0005829; GO:0016491",NA,"","GO:0005829 GO:0016491"
"1240","Q9HUG3","Q9HUG3_PSEAE","unreviewed","Uncharacterized protein","PA5002","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",472,"","881666;","pae:PA5002;",NA,NA,"NP_253689.1;WP_003114549.1;",NA,"integral component of membrane [GO:0016021]; N-acetylglucosaminylphosphatidylinositol deacetylase activity [GO:0000225]; GPI anchor biosynthetic process [GO:0006506]","GO:0000225; GO:0006506; GO:0016021",NA,"","GO:0000225 GO:0006506 GO:0016021"
"1241","Q9I050","Q9I050_PSEAE","unreviewed","Uncharacterized protein","PA2793","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",344,"","878824;","pae:PA2793;",NA,NA,"NP_251483.1;WP_003090863.1;",NA,"","",NA,"",""
"1242","Q9I2T5","Q9I2T5_PSEAE","unreviewed","Probable permease of ABC transporter","PA1809","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",360,"","878361;","pae:PA1809;",NA,NA,"NP_250500.1;WP_003098134.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; microcin transport [GO:0042884]; oligopeptide transport [GO:0006857]; transmembrane transport [GO:0055085]","GO:0005886; GO:0006857; GO:0016021; GO:0042884; GO:0055085",NA,"","GO:0005886 GO:0006857 GO:0016021 GO:0042884 GO:0055085"
"1243","Q9I478","Q9I478_PSEAE","unreviewed","Probable oxidoreductase","PA1266","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",417,"","881372;","pae:PA1266;",NA,NA,"NP_249957.1;WP_003114957.1;",NA,"oxidoreductase activity [GO:0016491]; 4-hydroxyproline catabolic process [GO:0019470]","GO:0016491; GO:0019470",NA,"","GO:0016491 GO:0019470"
"1244","Q9I003","Q9I003_PSEAE","unreviewed","ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A)","deaD PA2840","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",567,"3.6.4.13","882823;","pae:PA2840;",NA,NA,"NP_251530.1;WP_003119873.1;",NA,"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; cellular response to cold [GO:0070417]; ribosomal large subunit assembly [GO:0000027]; RNA catabolic process [GO:0006401]","GO:0000027; GO:0003723; GO:0004004; GO:0005524; GO:0005737; GO:0006401; GO:0070417",NA,"","GO:0000027 GO:0003723 GO:0004004 GO:0005524 GO:0005737 GO:0006401 GO:0070417"
"1245","Q9HU08","Q9HU08_PSEAE","unreviewed","Probable oxidoreductase","PA5181","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",773,"","881731;","pae:PA5181;",NA,NA,"NP_253868.1;WP_003114064.1;",NA,"4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; molybdenum ion binding [GO:0030151]","GO:0008863; GO:0030151; GO:0051539",NA,"","GO:0008863 GO:0030151 GO:0051539"
"1246","Q9HT99","Q9HT99_PSEAE","unreviewed","Uncharacterized protein","PA5471","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",379,"","877632;","pae:PA5471;",NA,NA,"NP_254158.1;WP_003114117.1;",NA,"nucleus [GO:0005634]; tRNA-splicing ligase complex [GO:0072669]; RNA ligase (ATP) activity [GO:0003972]; positive regulation of transporter activity [GO:0032411]; response to antibiotic [GO:0046677]; response to drug [GO:0042493]; tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate [GO:0000971]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]","GO:0000971; GO:0003972; GO:0005634; GO:0006388; GO:0032411; GO:0042493; GO:0046677; GO:0072669",NA,"","GO:0000971 GO:0003972 GO:0005634 GO:0006388 GO:0032411 GO:0042493 GO:0046677 GO:0072669"
"1247","Q9I695","Q9I695_PSEAE","unreviewed","Uncharacterized protein","PA0418","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",471,"","878071;","pae:PA0418;",NA,NA,"NP_249109.1;WP_010895506.1;",NA,"","",NA,"",""
"1248","Q9HW61","Q9HW61_PSEAE","unreviewed","Uncharacterized protein","PA4340","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",190,"","881468;","pae:PA4340;",NA,NA,"NP_253030.1;WP_003112773.1;",NA,"","",NA,"",""
"1249","Q9HYN1","Q9HYN1_PSEAE","unreviewed","Uncharacterized protein","PA3370","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",48,"","878449;","pae:PA3370;",NA,NA,"NP_252060.1;WP_003091766.1;",NA,"","",NA,"",""
"1250","Q9HU50","Q9HU50_PSEAE","unreviewed","Probable carboxyl-terminal protease","PA5134","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",436,"","878610;","pae:PA5134;",NA,NA,"NP_253821.1;WP_003096067.1;",NA,"cell envelope [GO:0030313]; outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]; cell envelope organization [GO:0043163]; cell wall biogenesis [GO:0042546]; pathogenesis [GO:0009405]; protein secretion by the type III secretion system [GO:0030254]; signal transduction [GO:0007165]","GO:0004175; GO:0004252; GO:0005886; GO:0007165; GO:0009405; GO:0030254; GO:0030288; GO:0030313; GO:0042546; GO:0042597; GO:0043163",NA,"","GO:0004175 GO:0004252 GO:0005886 GO:0007165 GO:0009405 GO:0030254 GO:0030288 GO:0030313 GO:0042546 GO:0042597 GO:0043163"
"1251","Q9I0N8","Q9I0N8_PSEAE","unreviewed","Uncharacterized protein","PA2599","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",314,"","882305;","pae:PA2599;",NA,NA,"NP_251289.1;WP_003115329.1;",NA,"membrane [GO:0016020]; alkanesulfonate transmembrane transporter activity [GO:0042959]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; alkanesulfonate transport [GO:0042918]; sulfur compound metabolic process [GO:0006790]","GO:0006790; GO:0016020; GO:0042626; GO:0042918; GO:0042959",NA,"","GO:0006790 GO:0016020 GO:0042626 GO:0042918 GO:0042959"
"1252","Q9HXC5","Q9HXC5_PSEAE","unreviewed","Probable permease of ABC transporter","PA3888","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",240,"","878804;","pae:PA3888;",NA,NA,"NP_252577.1;WP_003092982.1;",NA,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; plasma membrane [GO:0005886]; transmembrane transporter complex [GO:1902495]; carnitine transmembrane transporter activity [GO:0015226]; amino-acid betaine transport [GO:0015838]; cellular hyperosmotic salinity response [GO:0071475]; glycine betaine transport [GO:0031460]","GO:0005886; GO:0015226; GO:0015838; GO:0031460; GO:0055052; GO:0071475; GO:1902495",NA,"","GO:0005886 GO:0015226 GO:0015838 GO:0031460 GO:0055052 GO:0071475 GO:1902495"
"1253","Q9I3Q3","Q9I3Q3_PSEAE","unreviewed","Flagellar biosynthetic protein FliR","fliR PA1448","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",258,"","881861;","pae:PA1448;",NA,NA,"NP_250139.1;WP_003114278.1;",NA,"bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein targeting [GO:0006605]","GO:0005886; GO:0006605; GO:0009425; GO:0016021; GO:0044780",NA,"","GO:0005886 GO:0006605 GO:0009425 GO:0016021 GO:0044780"
"1254","Q9I3A1","Q9I3A1_PSEAE","unreviewed","Probable hydrolase","PA1621","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",270,"","881893;","pae:PA1621;",NA,NA,"NP_250312.1;WP_003087496.1;",NA,"hydrolase activity [GO:0016787]","GO:0016787",NA,"","GO:0016787"
"1255","Q9HYW7","Q9HYW7_PSEAE","unreviewed","Uncharacterized protein","PA3274","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",95,"","882437;","pae:PA3274;",NA,NA,"NP_251964.1;WP_003091615.1;",NA,"","",NA,"",""
"1256","Q9HW77","Q9HW77_PSEAE","unreviewed","Uncharacterized protein","PA4324","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",119,"","881527;","pae:PA4324;",NA,NA,"NP_253014.1;WP_003093898.1;",NA,"cyclic-di-GMP binding [GO:0035438]","GO:0035438",NA,"","GO:0035438"
"1257","Q9I0X7","Q9I0X7_PSEAE","unreviewed","Tyrosine porin OpdT","opdT PA2505","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",448,"","882988;","pae:PA2505;",NA,NA,"NP_251195.1;WP_003109544.1;",NA,"integral component of cell outer membrane [GO:0045203]; porin activity [GO:0015288]; substrate-specific channel activity [GO:0022838]","GO:0015288; GO:0022838; GO:0045203",NA,"","GO:0015288 GO:0022838 GO:0045203"
"1258","Q9I3E0","Q9I3E0_PSEAE","unreviewed","Uncharacterized protein","PA1577","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",113,"","880905;","pae:PA1577;",NA,NA,"NP_250268.1;WP_003104394.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"1259","Q9I3A2","Q9I3A2_PSEAE","unreviewed","Uncharacterized protein","PA1620","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",213,"","881943;","pae:PA1620;",NA,NA,"NP_250311.1;WP_003120430.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; homoserine transmembrane transporter activity [GO:0042970]; homoserine transport [GO:0042968]","GO:0005886; GO:0016021; GO:0042968; GO:0042970",NA,"","GO:0005886 GO:0016021 GO:0042968 GO:0042970"
"1260","Q9I6Y1","Q9I6Y1_PSEAE","unreviewed","Probable TonB-dependent receptor","PA0151","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",795,"","877893;","pae:PA0151;",NA,NA,"NP_248841.1;WP_003112644.1;",NA,"cell outer membrane [GO:0009279]; outer membrane [GO:0019867]; iron ion binding [GO:0005506]; siderophore uptake transmembrane transporter activity [GO:0015344]; signaling receptor activity [GO:0038023]; cell surface receptor signaling pathway [GO:0007166]","GO:0005506; GO:0007166; GO:0009279; GO:0015344; GO:0019867; GO:0038023",NA,"","GO:0005506 GO:0007166 GO:0009279 GO:0015344 GO:0019867 GO:0038023"
"1261","Q9I4T4","Q9I4T4_PSEAE","unreviewed","Uncharacterized protein","PA1040","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",165,"","881739;","pae:PA1040;",NA,NA,"NP_249731.1;WP_003112524.1;",NA,"","",NA,"",""
"1262","Q9I5H7","Q9I5H7_PSEAE","unreviewed","Uncharacterized protein","PA0752","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",505,"","881989;","pae:PA0752;",NA,NA,"NP_249443.1;WP_003114173.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"1263","Q9HWV9","Q9HWV9_PSEAE","unreviewed","dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)","PA4069","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",294,"1.1.1.133","878713;","pae:PA4069;",NA,NA,"NP_252758.1;WP_003113045.1;",NA,"cytosol [GO:0005829]; dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]","GO:0005829; GO:0008831; GO:0019305; GO:0045226",NA,"","GO:0005829 GO:0008831 GO:0019305 GO:0045226"
"1264","Q9HXQ4","Q9HXQ4_PSEAE","unreviewed","Uncharacterized protein","PA3740","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",228,"","880320;","pae:PA3740;",NA,NA,"NP_252429.1;WP_003119314.1;",NA,"","",NA,"",""
"1265","Q9I3X4","Q9I3X4_PSEAE","unreviewed","Uncharacterized protein","PA1370","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",621,"","881106;","pae:PA1370;",NA,NA,"NP_250061.1;WP_010793970.1;",NA,"","",NA,"",""
"1266","Q9I0U1","Q9I0U1_PSEAE","unreviewed","Uncharacterized protein","PA2543","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",579,"","879815;","pae:PA2543;",NA,NA,"NP_251233.1;WP_004343881.1;",NA,"outer membrane [GO:0019867]","GO:0019867",NA,"","GO:0019867"
"1267","Q9HV15","Q9HV15_PSEAE","unreviewed","Uncharacterized protein","PA4793","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",187,"","880439;","pae:PA4793;",NA,NA,"NP_253481.1;WP_003095282.1;",NA,"","",NA,"",""
"1268","Q9I0G0","Q9I0G0_PSEAE","unreviewed","Transport permease protein","PA2678","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",267,"","882387;","pae:PA2678;",NA,NA,"NP_251368.1;WP_003097732.1;",NA,"ATP-binding cassette (ABC) transporter complex [GO:0043190]; lipopolysaccharide transport [GO:0015920]; transmembrane transport [GO:0055085]","GO:0015920; GO:0043190; GO:0055085",NA,"","GO:0015920 GO:0043190 GO:0055085"
"1269","Q9I6I7","Q9I6I7_PSEAE","unreviewed","Polyamine transport protein PotI","spuH PA0304","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",289,"","878265;","pae:PA0304;",NA,NA,"NP_248995.1;WP_003112939.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; putrescine transport [GO:0015847]; spermidine transport [GO:0015848]; transmembrane transport [GO:0055085]","GO:0005886; GO:0015847; GO:0015848; GO:0016021; GO:0055085",NA,"","GO:0005886 GO:0015847 GO:0015848 GO:0016021 GO:0055085"
